,statement,link,veracity
589,"Says Ohio U.S. Rep. Steve Chabot ""voted to cut health care for kids, affecting up to half the families at Cincinnati’s own Children’s Hospital.""",/factchecks/2018/nov/05/house-majority-pac/did-steve-chabot-vote-take-health-care-away-kids/,half-true
590,Says he didn't support the lawsuit to repeal the Affordable Care Act.,/factchecks/2018/nov/05/mike-braun/does-mike-braun-support-lawsuit-end-obamacare/,barely-true
591,"Says New York Rep. John Faso ""cast the deciding vote"" to try to kill health care protections provided by Obamacare.",/factchecks/2018/nov/05/democratic-congressional-campaign-committee/whos-blame-almost-killing-obamacare-democrats-poin/,barely-true
592,"Says Texas U.S. Rep. John Culberson ""was caught using campaign cash on collectibles, including Civil War memorabilia and fossils.""",/factchecks/2018/nov/03/environmental-defense-fund-action/did-texas-us-rep-john-culberson-use-campaign-money/,mostly-true
593,"""Attention hunters: Voting in North Dakota could cost you your out-of-state hunting licenses.""",/factchecks/2018/nov/02/north-dakota-NPL/voting-will-not-cost-hunting-license-north-dakota/,pants-fire
594,"""The Democrat plan would just obliterate Medicare and terminate Medicare Advantage ... seniors who have been paying for this for years (and) will not be taken care of anymore.""",/factchecks/2018/nov/02/donald-trump/medicare-all-expands-medicare-does-not-obliterate-/,false
595,"Says Maine Democrat Jared Golden ""supports using your Social Security to fund other government programs.""",/factchecks/2018/nov/02/national-republican-congressional-committee/nrcc-ad-way-saying-jared-golden-wants-take-away-so/,pants-fire
596,"""Democrats let him (cop killer Luis Bracamontes) into our country,"" and ""Democrats let him stay.""",/factchecks/2018/nov/01/donald-trump/donald-trumps-pants-fire-claim-democrats-let-cop-k/,pants-fire
597,"""The Democrats want to invite caravan after caravan of illegal aliens into our country. And they want to sign them up for free health care, free welfare, free education, and for the right to vote.""",/factchecks/2018/nov/01/donald-trump/donald-trump-falsely-says-democrats-invite-migrant/,false
598,"""President Donald Trump even referred to one of (Kevin) Cramer’s health care repeal bills as 'mean' because the bill gutted protections for North Dakotans with preexisting conditions.""",/factchecks/2018/nov/01/heidi-heitkamp/did-donald-trump-call-republican-health-care-plan-/,mostly-true
599,"West Virginia ""has the highest overdose rate per capita of any state in our nation.""",/factchecks/2018/nov/01/joe-manchin/does-west-virginia-have-more-overdoses-any-state/,true
600,"Says ""Ammar Campa-Najjar is working to infiltrate Congress"" and ""is being supported by CAIR and the Muslim Brotherhood.""",/factchecks/2018/nov/01/duncan-hunter-2/did-cair-muslim-brotherhood-back-democratic-candid/,pants-fire
601,"""Protections on pre-existing conditions have been there since the 1970s.""",/factchecks/2018/nov/01/kevin-cramer/no-protections-pre-existing-conditions-have-not-ex/,false
602,"Says ""Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvania streets, to prey all over this country.""",/factchecks/2018/oct/31/donald-trump/donald-trumps-wild-number-sanctuary-city-criminal-/,false
603,"""Tina (Smith) profited from the opioid crisis."" ​",/factchecks/2018/oct/31/karin-housley/karin-housley-twists-tina-smiths-finances-allege-p/,false
604,"""Matt Rosendale supports plans that don’t have to cover (pre-existing conditions).""",/factchecks/2018/oct/31/jon-tester/montanas-matt-rosendale-supports-plans-dont-cover-/,true
605,"""Democrats oppose any effort to secure our border.""",/factchecks/2018/oct/30/donald-trump/donald-trump-falsely-claims-democrats-oppose-any-e/,false
606,"Says ""billionaire George Soros bankrolls"" Minnesota Democrat Dan Feehan, who is ""employed by a Soros-funded liberal outfit in D.C."" and his campaign is ""propped up by out of state super PACs backed by Soros' millions.""",/factchecks/2018/oct/30/national-republican-congressional-committee/link-between-george-soros-and-dan-feehan-weak-no-/,false
607,"Says Texas Democrat Lizzie Pannill Fletcher contradicted herself on her health care position by saying ""we need universal health care.""",/factchecks/2018/oct/30/john-culberson/lizzie-fletcher-does-not-want-government-funded-un/,false
608,"""A lot of people are still dealing with lack of access to health care. There are counties out there, in my former Senate district, that didn’t have doctors and providers.""",/factchecks/2018/oct/30/troy-balderson/ohio-troy-balderson-brings-seldom-mentioned-health/,half-true
609,"Says he didn't cancel a political rally because after Sept. 11, ""the New York Stock Exchange was open the following day.""",/factchecks/2018/oct/29/donald-trump/donald-trump-says-nyse-opened-day-after-911-it-did/,false
610,"Says Dan Feehan ""would vote with Pelosi for open borders and amnesty, putting Minnesota families at risk.""",/factchecks/2018/oct/29/congressional-leadership-fund/despite-claim-minnesotas-dan-feehan-isn/,false
611,"Says ""sleazy Keith Ellison and shady Dean Phillips both caught up in another sexual harassment scandal"" and that Phillips is ""charged with ignoring sexual harassment and discrimination at his companies.""",/factchecks/2018/oct/29/erik-paulsen/no-dean-phillips-was-not-involved-sexual-harassmen/,false
612,"""We know dangerous criminals can slip through immigration at airports just like ours. Yet Joe Donnelly stood right here with the radical left against all efforts to secure our most vulnerable entry points.""",/factchecks/2018/oct/26/national-republican-senatorial-committee/nrsc-distorts-joe-donnellys-immigration-record/,false
613,"Says revenues ""are actually up after tax reform.""",/factchecks/2018/oct/25/don-bacon/don-bacons-comment-tax-revenues-increasing-needs-c/,half-true
614,"Says Phil Bredesen ""lured illegal immigrants to Tennessee.""",/factchecks/2018/oct/25/marsha-blackburn/marsha-blackburn-falsely-says-phil-bredesen-lured-/,barely-true
615,"""Many presidents don’t get the chance to put a Supreme Court justice on.""",/factchecks/2018/oct/25/donald-trump/donald-trump-said-many-presidents-dont-get-appoint/,false
616,"Says ""over 40 Republican leaders denounced"" Steve Watkins’ campaign",/factchecks/2018/oct/25/democratic-congressional-campaign-committee/democrats-fail-mention-things-have-changed-kansas/,half-true
617,"Voting for ""any Democrat"" gets you ""socialism ... undefended open borders ... immediate tax increases ... 100 percent government-run health care ...""",/factchecks/2018/oct/24/future45/democrat-not-socialism-tax-increase-open-borders/,pants-fire
618,"Says that U.S. Rep. Andy Barr was ""even dismissing the importance of military service"" by saying, ""We both served our country. I’ve served in a position where ideas matter.""",/factchecks/2018/oct/24/democratic-congressional-campaign-committee/did-andy-barr-dismiss-military-service-and-while-b/,barely-true
619,"Say Maine U.S. Rep. Bruce Poliquin ""voted to gut your retirement benefits.""",/factchecks/2018/oct/24/maine-democratic-party/maine-democratic-party-overstates-poliquins-plans/,barely-true
620,"Says a recent opioid bill that reached his desk had ""very little Democrat support.""",/factchecks/2018/oct/24/donald-trump/donald-trump-wrong-opioid-bill-didnt-get-much-demo/,pants-fire
621,"In California, ""they're rioting now"" over sanctuary cities.",/factchecks/2018/oct/23/donald-trump/donald-trumps-pants-fire-claim-about-people-riotin/,pants-fire
622,"Saudi Arabia has ordered $450 billion, ""$110 billion of which is a military order,"" producing ""over a million jobs.""",/factchecks/2018/oct/23/donald-trump/donald-trump-touts-nonexistent-450-billion-saudi-o/,pants-fire
623,"""The standard of voting in North Dakota is the easiest in the country.""",/factchecks/2018/oct/23/kevin-cramer/no-registration-voting-easiest-north-dakota/,barely-true
624,"Says Democrats ""want to give (undocumented immigrants) cars.""",/factchecks/2018/oct/22/donald-trump/donald-trump-says-democrats-want-give-cars-undocum/,pants-fire
625,"Says Dean Heller ""broke that promise"" to protect expanded Medicaid.",/factchecks/2018/oct/19/democratic-senatorial-campaign-committee/did-nevadas-dean-heller-break-his-promise-protect-/,half-true
626,"""The House GOP super PAC in DC is spending more to help my opponent than anyone else.""",/factchecks/2018/oct/19/paul-davis/no-super-pacs-arent-spending-most-amount-money-boo/,barely-true
627,"Says Ohio congressional candidate Danny O’Connor ""would make Columbus a sanctuary city for illegal immigrants.""",/factchecks/2018/oct/19/defending-main-street/danny-oconnor-wouldnt-and-cant-make-columbus-sanct/,false
628,"""Washington Heidi supports sanctuary cities, where illegal immigrants can be released on our streets, like this criminal, who was let go and then sexually assaulted a child.""",/factchecks/2018/oct/19/senate-leadership-fund/heidi-heitkamps-record-immigration-sanctuary-citie/,barely-true
629,"""I have no financial interests in Saudi Arabia.""",/factchecks/2018/oct/18/donald-trump/donald-trumps-claim-no-financial-interests-saudi-a/,half-true
630,"Says congressional candidate Dino Rossi once suggested ""the state build homes for unwed mothers.""",/factchecks/2018/oct/16/washington-state-democratic-party/did-washington-states-dino-rossi-really-want-new-h/,half-true
631,"""The latest round of tariffs now means that the total tax increase on Americans from enacted tariffs exceeds the tax increases from the Affordable Care Act.""",/factchecks/2018/oct/12/national-taxpayers-union/trump-tariffs-cost-more-health-care-taxes/,half-true
632,"Says Washington’s Kim Schrier has a plan to eliminate employer-provided health coverage, double income taxes and put your care ""in the hands of government bureaucrats.""",/factchecks/2018/oct/11/national-republican-congressional-committee/washingtons-kim-schrier-no-bernie-sanders-nor-her-/,barely-true
633,"Says that Steve Watkins ""bragged to voters that he built his company from scratch, but it was all a lie.""",/factchecks/2018/oct/11/democratic-congressional-campaign-committee/kansas-dem-attack-steve-watkins-only-partially-acc/,half-true
634,"Says Minnesota congressional candidate Jim Hagedorn supports a plan that would take away health care for 340,000 veterans, with 17,000 in Minnesota possibly losing coverage.",/factchecks/2018/oct/11/votevetsorg/veterans-group-says-jim-hagedorns-health-care-posi/,half-true
635,"""At (Mike Braun’s) company, the deductible on his health care is $10,000.""",/factchecks/2018/oct/11/joe-donnelly/mike-braun-health-care-10000-deductibles/,mostly-true
636,"Says Kentucky Rep. Andy Barr ""would let shady payday lenders take advantage of our troops"" and that he took ""$36,550 from payday lenders.""",/factchecks/2018/oct/09/With_Honor/ad-accuses-andy-barr-allowing-payday-lenders-take-/,half-true
637,"Says Marsha Blackburn ""voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape.""",/factchecks/2018/oct/09/taylor-swift/taylor-swift-marsha-blackburn-voted-against-reauth/,mostly-true
638,"Says New Jersey Rep. Leonard Lance voted repeatedly ""to let insurance companies charge more to people aged 50 and over.""",/factchecks/2018/oct/09/tom-malinowski/age-claim-new-jersey-leaves-out-something-importan/,half-true
639,"""Every single Democrat in the U.S. Senate has signed up for the open borders, and it's a bill, it's called the ‘open borders bill.’""",/factchecks/2018/oct/08/donald-trump/donald-trump-falsely-claims-theres-open-borders-bi/,false
640,Says that Minnesota Democratic congressional candidate Dean Phillips doesn’t offer health insurance for his employees.,/factchecks/2018/oct/08/national-republican-congressional-committee/attack-ad-falsely-claims-dean-phillips-doesnt-prov/,barely-true
